일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,month,조식메뉴_Main,중식메뉴_Main,석식메뉴_Main
2016-11-07,월,2689,133,222,539,0.0,모닝롤/마늘빵 우유/주스 스크램블에그 누룽지탕/쌀밥  북어해장국 김잔파무침 포기김치  ,쌀밥/잡곡밥  오징어국 유자청제육볶음  날치알계란찜 상추파채무침 포기김치  ,쌀밥/잡곡밥  목살김치찌개  가자미튀김 비엔나감자볶음 실곤약초무침 깍두기  ,1156.0,506.0,11,김잔파무침,상추파채무침,목살김치찌개
2016-11-08,화,2689,60,250,503,0.0,모닝롤/씨크립샌드 우유/주스 계란후라이 크림누룽지탕/쌀밥  고추장찌개 청포묵무침 포기김치  ,쌀밥/잡곡밥  차돌박이찌개  순살양념치킨  동그랑땡전 깻잎지 포기김치  ,낙지볶음덮밥  맑은국 언양식불고기 꽃맛살샐러드 군고구마 포기김치  ,986.0,512.0,11,청포묵무침,순살양념치킨,낙지볶음덮밥
2016-11-09,수,2689,58,267,0,0.0,모닝롤/애플파이 우유/주스 스크램블에그 누룽지탕/쌀밥  맑은만두육개장 시금치나물 포기김치  ,단호박영양밥  꽃게탕 고추잡채*꽃빵  연근조림 무생채/귤 포기김치  ,쌀밥/잡곡밥  뼈해장국  고등어양념구이  두부양념찜 숙주나물 석박지  ,920.0,499.0,11,맑은만두육개장,연근조림,고등어양념구이
2016-11-10,목,2689,73,267,385,0.0,모닝롤/식빵피자 우유/주스 삶은계란 야채죽/쌀밥  어묵탕 마늘쫑무침 포기김치  ,쌀밥/잡곡밥  김치콩나물국  쇠고기장조림  닭살겨자채  멸치아몬드볶음 알타리김치  ,김밥  계란국 해물볶음우동 비빔야채만두 음료/단무지 포기김치  ,795.0,513.0,11,어묵탕,멸치아몬드볶음,비빔야채만두
2016-11-11,금,2689,173,286,69,0.0,모닝롤/롤케익 우유/주스 계란후라이 흑임자죽/쌀밥  건새우무국 가지두반장볶음 포기김치  ,쌀밥/잡곡밥  아욱된장국 칠리탕수육  동태전  치커리무침 포기김치  ,쌀밥/잡곡밥  닭곰탕  미트볼떡조림  도토리묵무침 단배추나물 포기김치  ,652.0,426.0,11,건새우무국,칠리탕수육,미트볼떡조림
2016-11-14,월,2689,92,227,461,0.0,모닝롤/바나나팬케익 우유/주스 스크램블에그 누룽지탕/쌀밥  감자국 진미채무침 포기김치  ,쌀밥/잡곡밥  어묵국 소고기버섯볶음  오징어숙회무침 부추호박전 포기김치  ,쌀밥/잡곡밥  콩나물국 매운돼지갈비찜  메추리알곤약조림 아삭고추무침 알타리김치  ,1260.0,539.0,11,바나나팬케익,부추호박전,메추리알곤약조림
2016-11-15,화,2689,66,273,418,0.0,모닝롤/에그샌드 우유/주스 계란후라이 밤죽/쌀밥  피바지락국 시래기조림 포기김치  ,쌀밥/잡곡밥  김치국 닭데리야끼조림  햄감자채볶음 브로컬리무침 포기김치  ,굴소스해물볶음밥  미소장국 미니햄버거  쫄면야채무침 수제오이피클/주스 배추겉절이  ,914.0,418.0,11,피바지락국,브로컬리무침,굴소스해물볶음밥
2016-11-16,수,2689,60,250,0,0.0,모닝롤/찐빵 우유/주스 스크램블에그 누룽지탕/쌀밥  얼큰소고기국  우엉조림 포기김치  ,버섯영양밥  조랭이떡미역국 유산슬  임연수구이 청경채무침 포기김치  ,쌀밥/잡곡밥  동태찌개  수제돈까스  통도라지구이 시금치나물 포기김치  ,888.0,463.0,11,얼큰소고기국,버섯영양밥,동태찌개
2016-11-17,목,2689,134,263,411,0.0,모닝롤/야채샌드 우유/주스 삶은계란 홍게살죽/쌀밥  호박젓국찌개 미역줄기볶음 포기김치  ,쌀밥/잡곡밥  설렁탕  해물김치전 올방개묵무침 풋고추*양파 깍두기  ,생선초밥  우동 떡볶이 하와이안샐러드 락교 포기김치  ,882.0,551.0,11,삶은계란,양파,생선초밥
2016-11-18,금,2689,219,287,57,0.0,모닝롤/고구마파이 우유/주스 계란후라이 팥죽/쌀밥  근대된장국 콩나물무침 포기김치  ,쌀밥/잡곡밥  콩비지찌개 순살깐풍기  어묵볶음 쌈다시마초장 갓김치  ,쌀밥/잡곡밥  육개장  탕수어  해파리겨자채 김구이 포기김치  ,730.0,388.0,11,근대된장국,쌈다시마초장,해파리겨자채
2016-11-21,월,2689,94,202,522,0.0,모닝롤/프렌치토스트 우유/주스 스크램블에그 누룽지탕/쌀밥  콩나물국 쑥갓두부무침 포기김치  ,쌀밥/잡곡밥  시래기된장국 누룽지탕수육 계란찜 도라지초무침 포기김치  ,쌀밥/잡곡밥  황태국 등갈비김치찜 궁중떡볶음 가지나물 깍두기  ,1235.0,616.0,11,쑥갓두부무침,시래기된장국,궁중떡볶음
2016-11-22,화,2689,45,238,452,0.0,모닝롤/참치샌드 우유/주스 계란후라이 해물죽/쌀밥  무채국 명엽채무침 포기김치  ,쌀밥/잡곡밥  대구매운탕 쇠고기숙주볶음 새싹두부구이 오이생채 포기김치  ,후난식볶음밥  팽이장국 새우까스*탈탈소스 찹쌀순대볶음 마늘쫑장아찌 포기김치  ,1046.0,580.0,11,무채국,새싹두부구이,마늘쫑장아찌
2016-11-23,수,2689,52,251,0,0.0,모닝롤/와플 우유/주스 스크램블에그 누룽지탕/쌀밥  재첩국 꽈리고추찜 포기김치  ,쌀밥/잡곡밥  순두부탕 파닭 갈치조림 청포묵무침 포기김치  ,쌀밥/잡곡밥  소고기미역국 쭈꾸미볶음 고기전 상추겉절이 포기김치  ,891.0,482.0,11,재첩국,순두부탕,쭈꾸미볶음
2016-11-24,목,2689,61,262,351,0.0,모닝롤/바나나샌드 우유/주스 삶은계란 단호박죽/쌀밥  아욱국 숙주미나리나물 포기김치  ,쌀밥/잡곡밥  수제비국 짬뽕불고기 우엉잡채 참나물 포기김치  ,멸치주먹밥  잔치국수 또띠아피자 브로컬리꽃맛살샐러드 무피클 포기김치  ,870.0,498.0,11,숙주미나리나물,참나물,브로컬리꽃맛살샐러드
2016-11-25,금,2689,200,279,68,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 녹두죽/쌀밥  꽃게탕 느타리버섯볶음 포기김치  ,카레덮밥  맑은국 통감자오븐구이 샐러드파스타 연근땅콩조림 베추겉절이  ,쌀밥/잡곡밥  된장찌개 장어강정 옥수수전 취나물/요구르트 포기김치  ,720.0,392.0,11,느타리버섯볶음,베추겉절이,장어강정
2016-11-28,월,2689,114,219,397,0.0,모닝롤/단팥빵 우유/주스 스크램블에그 누룽지탕/쌀밥  호박젓국찌개 치커리무침 포기김치  ,쌀밥/잡곡밥  쇠고기느타리국 오징어볶음 모둠소시지구이 물파래무침 포기김치  ,쌀밥/잡곡밥  시금치된장국 닭강정 꽁치한마리구이 겨울초겉절이 포기김치  ,1246.0,623.0,11,치커리무침,쇠고기느타리국,겨울초겉절이
2016-11-29,화,2689,84,218,388,0.0,모닝롤/옥수수샌드 우유/주스 계란후라이 새우살죽/쌀밥  어묵국 방풍나물 포기김치  ,쌀밥/잡곡밥  근대국 제육볶음 늙은호박전 모둠쌈 포기김치  ,참치주먹밥  짬뽕 야채튀김 홍시드레싱샐러드 푸딩 포기김치  ,900.0,587.0,11,방풍나물,늙은호박전,푸딩
2016-12-01,목,2705,84,243,688,0.0,모닝롤/토마토샌드 우유/주스 삶은계란 땅콩죽/쌀밥  배추된장국 쥐포무침 포기김치  ,쌀밥/잡곡밥  콩나물국 모둠장조림 골뱅이무침*소면 톳두부무침 알타리김치  ,김치볶음밥  미소장국 수제고로케*케찹 갈비만두 단무지 봄동겉절이  ,956.0,571.0,12,배추된장국,모둠장조림,갈비만두
2016-12-02,금,2705,183,272,152,0.0,모닝롤/베이글 우유/주스 계란후라이 팥죽/쌀밥  황태국 새송이볶음 포기김치  ,쌀밥/잡곡밥  떡국 양념찜닭 콩나물겨자채 청경채무침 포기김치  ,쌀밥/잡곡밥  오징어국 미니함박조림 연두부*양념장 오이사과생채 포기김치  ,766.0,448.0,12,새송이볶음,양념찜닭,오이사과생채
2016-12-05,월,2705,101,207,839,0.0,모닝롤/마늘빵 우유/주스 스크램블에그 누룽지탕/쌀밥  무채국 오이무침 포기김치  ,쌀밥/잡곡밥  순두부찌개 훈제오리구이  참치야채전 무쌈말이 포기김치  ,쌀밥/잡곡밥  매운감자국 소고기숙주볶음  코다리엿장조림 치커리단감무침 포기김치  ,1110.0,560.0,12,오이무침,무쌈말이,매운감자국
2016-12-06,화,2705,69,222,799,0.0,모닝롤/롤케익 우유/주스 계란후라이 흑임자죽/쌀밥  북어계란국 애호박나물 포기김치  ,쌀밥/잡곡밥  홍합탕 삼겹살오븐구이  실곤약흑임자무침 배추쌈/무말랭이 포기김치  ,유부초밥  쌀국수 단호박조림 핫도그/음료 오이양배추피클 포기김치  ,930.0,593.0,12,북어계란국,배추쌈,오이양배추피클
2016-12-07,수,2705,69,232,0,0.0,모닝롤/고구마샌드 우유/주스 스크램블에그 누룽지탕/쌀밥  냉이국 두부조림 포기김치  ,짜장밥  유부장국 해물누룽지탕 개성감자만두 쨔샤이무침/아이스슈 포기김치  ,쌀밥/잡곡밥 부대찌개  유린기  잔멸치볶음 취나물 포기김치  ,895.0,468.0,12,냉이국,아이스슈,잔멸치볶음
2016-12-08,목,2705,76,262,587,0.0,모닝롤/야채샌드 우유/주스 삶은계란 닭죽/쌀밥  호박젓국찌개 시래기조림 포기김치  ,쌀밥/잡곡밥  아욱국 양념돼지갈비찜  버섯메밀전 상추초무침 알타리김치  ,김밥  계란국 해물볶음우동 과일샐러드 단무지무침 포기김치  ,787.0,512.0,12,삶은계란,버섯메밀전,해물볶음우동
2016-12-09,금,2705,196,284,152,0.0,모닝롤/베이글 우유/주스 계란후라이 해물죽/쌀밥  얼갈이국 진미채무침 포기김치  ,쌀밥/잡곡밥  차돌박이된장찌개  삼치무조림 닭가슴살냉채  마늘쫑무침 포기김치  ,쌀밥/잡곡밥  쇠고기무국  주꾸미볶음 모듬묵*양념장 열무된장나물 포기김치  ,621.0,416.0,12,얼갈이국,삼치무조림,열무된장나물
2016-12-12,월,2705,102,193,633,0.0,모닝롤/프렌치토스트 우유/주스 스크램블에그 누룽지탕/쌀밥  토란국 꽃맛살볶음 포기김치  ,쌀밥/잡곡밥  콩나물김치국 돈육굴소스볶음  매운어묵무침 다시마*브로컬리 깍두기  ,쌀밥/잡곡밥  대구지리 유산슬  동그랑땡전 도토리묵무침 포기김치  ,1069.0,544.0,12,토란국,매운어묵무침,대구지리
2016-12-13,화,2705,65,226,511,0.0,모닝롤/바나나샌드 우유/주스 계란후라이 크림누룽지탕/쌀밥  선지해장국  검정콩조림 포기김치  ,쌀밥/잡곡밥  냉이된장찌개 코다리강정  돈육잡채  오이도라지무침 포기김치  ,주먹밥  양송이스프 토마토스파게티 새우또띠아 오이피클/음료 포기김치  ,770.0,482.0,12,크림누룽지탕,냉이된장찌개,주먹밥
2016-12-14,수,2705,82,247,0,0.0,모닝롤/녹차카스테라 우유/주스 스크램블에그 누룽지탕/쌀밥  연두부탕 미역줄기볶음 포기김치  ,소불고기덮밥  가쯔오장국 고구마튀김 멕시칸샐러드 청경채무침 포기김치  ,쌀밥/잡곡밥 매생이굴국 간장찜닭  녹두전 무생채 포기김치  ,904.0,441.0,12,녹차카스테라,고구마튀김,매생이굴국
2016-12-15,목,2705,98,234,229,0.0,모닝롤/씨크립샌드 우유/주스 삶은계란 참치야채죽/쌀밥  어묵국 콩나물무침 포기김치  ,쌀밥/잡곡밥  콩비지찌개 오리고추장볶음  옥수수계란찜 부추생채 포기김치  ,오므라이스  팽이장국 해물떡볶이 호빵/식혜 봄동겉절이 포기김치  ,850.0,499.0,12,참치야채죽,오리고추장볶음,식혜
2016-12-16,금,2705,167,262,37,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 잣죽/쌀밥  재첩국 김구이 포기김치  ,쌀밥/잡곡밥  쇠고기샤브국  갈치구이  비엔케찹볶음 아삭고추무침 포기김치  ,쌀밥/잡곡밥  미역국 등갈비김치찜  들깨버섯무침 숙주나물 석박지  ,699.0,518.0,12,재첩국,비엔케찹볶음,들깨버섯무침
2016-12-19,월,2705,104,217,197,0.0,모닝롤/팬케익 우유/주스 스크램블에그 누룽지탕/쌀밥  김치두부국 멸치볶음 포기김치  ,쌀밥/잡곡밥  배추된장국 짬뽕불고기 감자채볶음 하루나겉절이 포기김치  ,쌀밥/잡곡밥  육개장 탕수어 쫄면야채무침 호박나물 포기김치  ,1215.0,482.0,12,팬케익,하루나겉절이,호박나물
2016-12-20,화,2705,89,238,126,0.0,모닝롤/단호박샌드 우유/주스 계란후라이 해물죽/쌀밥  열무된장국 미니새송이볶음 포기김치  ,쌀밥/잡곡밥  콩나물국 고추잡채*꽃빵 꽁치김치말이 올방개묵무침 깍두기  ,충무김밥  잔치국수 오징어무침 고구마치즈구이 스틱단무지 석박지  ,790.0,461.0,12,미니새송이볶음,꽁치김치말이,스틱단무지
2016-12-21,수,2705,72,230,0,0.0,모닝롤/크로와상 우유/주스 스크램블에그 누룽지탕/쌀밥  쇠고기매운국 김자반 포기김치  ,쌀밥/잡곡밥  된장찌개 마늘간장치킨 홍어채무침 가지나물 포기김치  ,쌀밥/잡곡밥  알탕 돈육장조림 해물파전 도라지초무침 포기김치  ,929.0,494.0,12,쇠고기매운국,마늘간장치킨,도라지초무침
2016-12-22,목,2705,118,242,32,0.0,모닝롤/에그샌드 우유/주스 삶은계란 양송이죽/쌀밥  근대국 명엽채무침 포기김치  ,쌀밥/잡곡밥  꽃게탕 쇠고기버섯볶음 양배추쌈*쌈장 오이무침 포기김치  ,작은밥  바지락수제비 사천식탕수육 메추리알조림 귤 배추겉절이  ,524.0,213.0,12,삶은계란,쇠고기버섯볶음,바지락수제비
2016-12-23,금,2705,343,243,7,0.0,모닝롤/브라우니 우유/주스 계란후라이 호박죽/쌀밥  고추장찌개 시금치나물 포기김치  ,쌀밥/잡곡밥  얼갈이국 떡갈비조림 동태전 치커리유자청무침 포기김치  ,쌀밥/잡곡밥  돈육김치찌개 궁중떡볶음 고등어카레구이 참나물 알타리김치  ,560.0,398.0,12,호박죽,떡갈비조림,고등어카레구이
2016-12-26,월,2705,206,194,63,0.0,모닝롤/찐빵 우유/주스 스크램블에그 누룽지탕/쌀밥  아욱국 쥐포무침 포기김치  ,쌀밥/잡곡밥  동태찌개 돈육간장불고기 두부새싹구이 풋마늘대무침 포기김치  ,쌀밥/잡곡밥  청국장찌개 가자미양념찜 훈제오리냉채 김구이 깍두기  ,1192.0,328.0,12,아욱국,풋마늘대무침,김구이
2016-12-27,화,2705,127,236,51,0.0,모닝롤/베이컨샌드 우유/주스 계란후라이 홍게살죽/쌀밥  민물새우찌개 브로컬리들깨찜 포기김치  ,쌀밥/잡곡밥  열무된장국 닭갈비 우엉잡채  포기김치  ,해물굴소스볶음밥  맑은국 돈육강정 흑임자시금치샐러드 피클/아이스슈 포기김치  ,823.0,314.0,12,베이컨샌드,우엉잡채,아이스슈
2016-12-29,목,2705,242,201,42,0.0,모닝롤/햄치즈샌드 우유/주스 삶은계란 새송이죽/쌀밥  감자국 유채나물 포기김치  ,쌀밥/잡곡밥  시래기국 오징어볶음*소면 소세지감자조림 쑥갓두부무침 포기김치  ,참치주먹밥  김치우동 쇠고기퀘사디아 구운채소 *발사믹소스 과일 알타리김치  ,711.0,343.0,12,유채나물,소세지감자조림,구운채소
2016-12-30,금,2705,529,127,3,0.0,모닝롤/와플 우유/주스 계란후라이 쇠고기죽/쌀밥  매운어묵국 취나물 포기김치  ,쌀밥/잡곡밥  순두부찌개 수제돈까스 꽈리고추어묵볶음 물미역초장 포기김치  ,쌀밥/잡곡밥  봄동된장국 닭볶음탕 꼬막찜 마늘쫑건새우볶음 포기김치  ,658.0,275.0,12,매운어묵국,꽈리고추어묵볶음,꼬막찜
2017-01-02,월,2697,96,102,272,0.0,모닝롤/마늘빵 우유/주스 스크램블에그 누룽지탕/쌀밥  냉이된장국 콩자반 포기김치  ,쌀밥/잡곡밥  사골떡국 쇠고기낙지볶음 부추깻잎전 통도라지구이 포기김치  ,쌀밥/잡곡밥  매운오징어국 목살간장조림 두부부침 시래기조림 포기김치  ,1273.0,559.0,1,콩자반,부추깻잎전,두부부침
2017-01-03,화,2697,61,158,259,0.0,모닝롤/인절미토스트 우유/주스 계란후라이 새우살죽/쌀밥  차돌박이찌개 톳무침 포기김치  ,쌀밥/잡곡밥  홍합탕 매운동태찜  언양식불고기 콩나물파채절이 포기김치  ,참치회덮밥  유부주머니국 수제고로케 멕시칸샐러드 피크닉 포기김치  ,1041.0,364.0,1,톳무침,매운동태찜,피크닉
2017-01-04,수,2697,67,170,0,0.0,모닝롤/사과파이 우유/주스 스크램블에그 누룽지탕/쌀밥  토란탕 진미채무침 포기김치  ,곤드레밥  황태국 동그랑땡전 비빔메밀국수 꽈리고추멸치볶음 배추겉절이  ,쌀밥/잡곡밥 감자찌개 닭데리야끼구이 새송이버섯볶음 김가루잔파무침 포기김치  ,949.0,427.0,1,토란탕,꽈리고추멸치볶음,감자찌개
2017-01-05,목,2697,79,207,316,0.0,모닝롤/토마토샌드 우유/주스 삶은계란 밤죽/쌀밥  연두부탕 오이무침 포기김치  ,쌀밥/잡곡밥  육개장 굴비구이 두반장감자볶음 청경채생채 포기김치  ,마파두부덮밥  팽이장국 류산슬 비빔야채만두 조각티라미수 포기김치  ,1000.0,531.0,1,삶은계란,두반장감자볶음,조각티라미수
